id,first_name,last_name,location,cat,dog,other,order,company_order,frequency
325,Gustie,Hoppner,Poland,false,false,false,"€54,81",Cardinal Health,quarter
326,Wadsworth,Portchmouth,Czech Republic,true,true,false,"€810,60","Nelco Laboratories, Inc.",quarter
327,Gae,Kwietek,,false,true,true,"€676,71",Stat Rx USA,
328,Ham,Hannan,Czech Republic,true,false,true,"€152,13",KANEBO COSMETICS INC,quarter
329,Ursola,Juliano,Czech Republic,true,true,true,"€246,21",SHISEIDO AMERICA INC.,quarter
330,Reilly,Tomenson,Poland,false,true,false,"€752,58",King Bio Inc.,quarter
331,Roby,Dorkin,Czech Republic,true,true,true,"€198,14",A-S Medication Solutions LLC,quarter
332,Cherianne,Branchett,,false,true,false,"€599,66",ORIGINS NATURAL RESOURCES INC.,month
333,Phaedra,Sign,Czech Republic,true,false,false,"€700,61","Glenmark Generics Inc., USA",week
334,Ned,Theuss,Poland,false,true,false,"€766,94","ProStrakan, Inc.",month
335,Christen,Cosgrave,,,,,,,month
336,Lazare,Haccleton,Czech Republic,true,true,false,"€568,35","Deseret Biologicals, Inc.",
337,Gabbey,Beevis,Czech Republic,true,false,false,"€194,17",Target Corporation,month
338,Druci,Veal,,false,true,false,"€111,45",Qualitest Pharmaceuticals,month
339,Stace,Founds,,true,true,false,"€800,32",Neutrogena Corporation,month
340,Wendel,Bethune,,,,,,,year
341,Seymour,McGahy,,true,false,false,"€659,86",Guna spa,quarter
342,Alena,McTaggart,,true,true,false,"€359,87","Kingdom Animalia, LLC DBA Hourglass Cosmetics",week
343,Andris,Sweedy,Poland,false,false,false,"€773,04","KIMJEONGMOON ALOE CO., LTD.",week
344,Franny,Vinton,,true,false,false,"€316,96",Cardinal Health,week
345,Hayden,Semiras,Czech Republic,,,,,,week
346,Lexie,Muirden,,true,true,false,"€35,54",Safeway,year
347,Aluin,Iacoviello,Poland,true,false,false,"€149,81",Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,month
348,Frasquito,Gullane,Poland,false,false,true,"€45,62",Sage Products Inc.,quarter
349,Michaela,Brymham,Czech Republic,true,false,true,"€52,84","Watson Laboratories, Inc.",year
350,Blondie,Water,,false,true,true,"€794,83",White Manufacturing Inc. DBA Micro-West,year
351,Luther,Kirvin,Poland,true,false,false,"€552,69",Unifirst First Aid Corporation,month
352,Aldridge,Clemente,Poland,,,,,,week
353,Roman,Partener,Poland,true,false,false,"€637,79",State of Florida DOH Central Pharmacy,month
354,Afton,Springall,Poland,true,true,false,"€483,24",Natural Health Supply,month
355,Gerome,Scoffins,Czech Republic,true,false,true,"€412,51","Aristos Phamaceuticals, Inc.",week
356,Daisey,Illingworth,Czech Republic,false,true,false,"€907,87","Libertas Pharma, Inc.",year
357,Evonne,Ring,Poland,true,false,false,"€339,30",REMEDYREPACK INC.,quarter
358,Marge,Clardge,Germany,true,true,true,"€101,38",Pliva Inc.,quarter
359,Bertram,Ludovici,Poland,true,true,true,"€37,56",Meijer Distribution Inc,week
360,Erek,Durtnell,Poland,false,false,true,"€762,74","Nature's Innovation, Inc.",month
361,Riannon,Pullman,Poland,true,true,false,"€300,59",Neutrogena Corporation,year
362,Glenden,Meaton,Poland,false,true,false,"€516,81",Apotex Corp.,month
363,Angelo,Hannen,Czech Republic,true,false,true,"€24,20",Seton Pharmaceuticals,quarter
364,Harrison,Broodes,Poland,false,true,false,"€744,93",Parfums Christian Dior,week
365,Amelita,Bissett,,true,false,false,"€56,43","Auto-Chlor System, LLC",
366,Adam,Joannic,Czech Republic,true,true,true,"€922,34",Mylan Institutional Inc.,week
367,Sheilah,Baskwell,Germany,true,false,true,"€187,94",GlaxoSmithKline LLC,week
368,Kira,Gouldeby,Poland,false,true,false,"€666,89",The Dial Corporation,quarter
369,Brittaney,Daymont,Czech Republic,,,,,,year
370,Jasun,Boothebie,Germany,false,false,true,"€663,64","Upsher-Smith Laboratories, Inc.",year
371,Milton,Kitteman,Czech Republic,false,false,false,"€302,15","Dolgencorp, LLC",month
372,Binky,Ferenczy,Poland,,,,,,month
373,Prent,Kinsell,Poland,false,true,true,"€836,37",Paramesh Banerji Life Sciences LLC,quarter
374,Toni,Hyett,Poland,false,true,false,"€959,75","C.B. Fleet Company, Inc.",year
375,Luisa,Thorius,Czech Republic,false,false,false,"€596,73",Carolina Medical Products Company,month
376,Wynn,Sarge,Poland,false,true,false,"€253,91",REMEDYREPACK INC.,
377,Matthus,Lilford,Poland,true,false,false,"€965,07","Novartis Consumer Health, Inc.",month
378,Benjamen,Melland,Poland,false,false,false,"€333,82",TYA Pharmaceuticals,year
379,Luke,Zorro,Poland,true,true,false,"€869,78","Antigen Laboratories, Inc.",quarter
380,Mirelle,Gilmour,,true,false,true,"€296,20","PD-Rx Pharmaceuticals, Inc.",month
381,Salaidh,Bazylets,Poland,true,false,false,"€574,18","ALK-Abello, Inc.",year
382,Marris,Buckoke,Poland,false,false,false,"€604,89",DZA Brands LLC,week
383,Carroll,Coules,Czech Republic,false,false,false,"€459,86",NARS COSMETICS,year
384,Don,Stebbing,Poland,false,false,true,"€212,58",Cardinal Health,week
385,Thomasin,Shelly,Poland,false,false,false,"€875,06",Teva Pharmaceuticals USA Inc,year
386,Stesha,Bogace,,,,,,,quarter
387,Cherlyn,Timcke,Poland,false,false,true,"€808,72",Topco Associates LLC,
388,Viviana,Mullan,Czech Republic,true,true,false,"€32,56","Autumn Harp, Inc.",year
389,Renaud,Castagnet,Poland,,,,,,week
390,Nanette,Eltringham,Czech Republic,,,,,,month
391,Eleen,Biesinger,,true,true,false,"€250,99","Shopko Stores Operating Co., LLC",week
392,Henry,Cahill,,,,,,,week
393,Hector,Woodburne,Poland,false,false,false,"€848,26",Heel Inc,week
394,Arthur,Baiss,,true,true,false,"€326,59","NCS HealthCare of KY, Inc dba Vangard Labs",
395,Guinevere,Moseley,,true,true,true,"€314,81","Energique, Inc.",week
396,Dicky,Downham,Czech Republic,false,true,false,"€786,44","Roxane Laboratories, Inc",week
397,Dani,Stoneman,,false,false,true,"€465,56","Roxane Laboratories, Inc.",quarter
398,Clair,Flowers,Poland,false,false,false,"€293,18",HyVee Inc,month
399,Harmony,Morad,Poland,false,true,true,"€973,12","Physicians Total Care, Inc.",quarter
400,Gilligan,Stanett,Poland,true,true,false,"€529,80",Actavis Elizabeth LLC,week
401,Piggy,Voak,Poland,false,true,true,"€833,77",American Health Packaging,month
402,Trix,Reppaport,,true,false,true,"€785,02","Liberty Pharmaceuticals, Inc.",month
403,Charity,Yellowlees,Poland,true,false,false,"€679,70",Carilion Materials Management,year
404,Jemie,Jeffers,,false,false,true,"€805,84","OMG Medical Group, LLC",quarter
405,Hyacintha,MacAughtrie,,,,,,,week
406,Rossy,Cattle,Poland,true,true,false,"€770,47","Alcon Laboratories, Inc.",week
407,Tait,Rossey,,true,false,true,"€879,41",Insight Pharmaceuticals,week
408,Nerita,Caso,Poland,,,,,,month
409,Gabrielle,Zammett,Czech Republic,,,,,,
410,Ezekiel,Francescoccio,Poland,false,true,true,"€519,30",Fresenius Medical Care North America,
411,Desmond,Erwin,Poland,false,false,true,"€248,95","Cosmetics Institute Technology Co., Ltd.",month
412,Vanny,Tuffell,Czech Republic,false,false,true,"€577,72",Cardinal Health,week
413,Cicily,Lehemann,Poland,true,false,false,"€385,40",REMEDYREPACK INC.,year
414,Kalle,Nicklen,Poland,true,false,false,"€94,07",AbbVie Inc.,month
415,Vin,Tuxell,Poland,false,true,true,"€257,42","Blenheim Pharmacal, Inc.",week
416,Helli,Gresley,,,,,,,year
417,Mufinella,Younge,,,,,,,quarter
418,Mollee,Gordon-Giles,Poland,true,false,false,"€939,00",Neutrogena Corporation,quarter
419,Kat,Jeannesson,,,,,,,week
420,Nissa,Godbald,Czech Republic,false,true,true,"€425,18","PD-Rx Pharmaceuticals, Inc.",month
421,Antonella,Mea,Poland,true,true,false,"€777,09","Aphena Pharma Solutions - Tennessee, LLC",year
422,Brade,Cheak,Poland,false,true,false,"€540,87","Deseret Biologicals, Inc.",month
423,Farica,Bothbie,,true,false,false,"€966,11",Keltman Pharmaceuticals Inc.,quarter
424,Nessie,Dilliston,,true,true,true,"€946,29","APP Pharmaceuticals, LLC",week
425,Shelbi,Standbrooke,,false,false,true,"€633,62",Novartis Pharmaceuticals Corporation,quarter
426,Kiele,Farman,Czech Republic,false,true,false,"€74,93","Johnson & Johnson Consumer Products Company, Division of Johnson & Johnson Consumer Companies, Inc.",week
427,Arv,Garroway,Germany,false,false,false,"€764,53","Lupin Pharmaceuticals, Inc.",week
428,Victoria,Kennham,Poland,true,false,true,"€758,81","UDL Laboratories, Inc.",month
429,Archer,Harce,,false,true,true,"€311,29","Aphena Pharma Solutions - Tennessee, LLC",week
430,Sheila,Jollands,Poland,false,false,true,"€814,75","Alcon Laboratories, Inc.",quarter
431,Anabel,Issit,Poland,true,false,true,"€76,63","PD-Rx Pharmaceuticals, Inc.",week
432,Lorain,Thews,Germany,true,true,false,"€986,06","Fleming & Company, Pharmaceuticals",year
433,Ebony,Kenryd,Poland,true,false,true,"€446,15","Johnson & Johnson Consumer Products Company, Division of Johnson & Johnson Consumer Companies, Inc.",month
434,Ab,Philcock,Poland,true,false,true,"€170,91",International Ethical Labs,quarter
435,Rodolph,Cuffley,Poland,true,false,true,"€537,55",Uriel Pharmacy Inc,quarter
436,Wilek,Woolf,,true,false,false,"€549,98",Scott-Vincent Borba,week
437,Creigh,Farrants,,false,false,false,"€567,88","Nelco Laboratories, Inc.",year
438,Nerte,Lewsy,Poland,true,false,true,"€428,96",American Health Packaging,week
439,Shepard,Lapham,Czech Republic,false,false,false,"€744,94",Publix Super Markets Inc,year
440,Reggy,Ayllett,Poland,false,true,false,"€487,55","X-GEN Pharmaceuticals, Inc.",month
441,Godfrey,Haker,Poland,true,false,true,"€863,29",Cardinal Health,quarter
442,Madelena,D'Adamo,,true,true,true,"€453,21","Hi-Tech Pharmacal Co., Inc.",week
443,Lauree,Prevost,,,,,,,year
444,Andria,Liccardo,Czech Republic,false,true,true,"€273,38","Mutual Pharmaceutical Company, Inc.",month
445,Web,Logsdail,,true,true,true,"€936,48",Neutrogena Corporation,quarter
446,Claiborne,Esposi,Poland,,,,,,quarter
447,Rowan,Brewett,Poland,false,false,false,"€541,05",Apotheca Company,year
448,Nicoline,Piens,,true,false,false,"€674,24","Nelco Laboratories, Inc.",week
449,Fallon,Lyes,Poland,,,,,,month
450,Gareth,Arnaldy,Czech Republic,false,true,true,"€261,26","Nelco Laboratories, Inc.",year
451,Sebastiano,Liepins,,false,false,true,"€972,60",My Import Inc,month
452,Minni,Denison,,false,true,true,"€809,19",WOCKHARDT USA LLC,quarter
453,Brigitta,Pavy,,true,false,false,"€605,75",Praxair Distribution Southeast LLC,month
454,Letty,Ambrodi,,,,,,,quarter
455,Crystie,Kermannes,Czech Republic,true,false,false,"€86,59",Rite Aid,year
456,Jesse,Cheesley,Czech Republic,true,false,true,"€479,73","Par Pharmaceutical, Inc.",year
457,Eolande,Mallinson,,false,true,false,"€687,93",Pharmacia and Upjohn Company,quarter
458,Kara,Vaughton,Poland,true,false,true,"€698,45",Amerisource Bergen,week
459,Fredericka,Livsey,,true,true,true,"€746,75",Kao Brands Company,quarter
460,Jessey,Camelli,,false,true,true,"€83,29","Nelco Laboratories, Inc.",week
461,Augusta,Roget,Germany,false,false,false,"€52,57",WOCKHARDT LIMITED,quarter
462,Malvin,Huskinson,Germany,true,true,true,"€870,46","Allermed Laboratories, Inc.",month
463,Dewie,Gazzard,Poland,false,true,false,"€743,58",Walgreen Company,month
464,Myrna,Hugonet,Poland,true,true,false,"€312,39",HOMEOLAB USA INC,month
465,Birk,Reggler,,false,false,false,"€492,85",Unit Dose Services,year
466,Stephana,Tarbin,,,,,,,week
467,Pietra,Gannon,Czech Republic,true,false,false,"€20,70","Deseret Biologicals, Inc.",quarter
468,Lizbeth,Pimley,Germany,,,,,,quarter
469,Eadmund,Guerra,,true,true,true,"€636,21",Janssen Cosmetics GmbH,month
470,Sammy,Soars,Czech Republic,true,false,false,"€731,36",Global Pharmaceuticals,month
471,Ella,Wemes,Poland,true,false,false,"€194,22",State of Florida DOH Central Pharmacy,week
472,Garner,Andrelli,Czech Republic,true,false,true,"€567,12",Sanum-Kehlbeck GmbH & Co. KG,week
473,Vivien,Rycroft,Czech Republic,true,true,true,"€33,43","BioZone Laboratories,Inc.",week
474,Rosa,Reynoollds,Czech Republic,true,true,true,"€851,63",Mylan Pharmaceuticals Inc.,quarter
475,Georgeta,Bolam,Czech Republic,true,true,true,"€197,09",Greenstone LLC,week
476,Stephannie,Sigert,Poland,false,true,true,"€414,62",Aurobindo Pharma Limited,month
477,Warden,Rushforth,Poland,true,false,true,"€163,83",KMart Corporation,month
478,Tamra,Janiszewski,,false,true,true,"€357,10","Golden State Medical Supply, Inc.",quarter
479,Dulcy,Pallent,,false,true,true,"€192,61","Physicians Total Care, Inc.",
480,Luciano,Darte,Czech Republic,false,true,true,"€104,98",Bryant Ranch Prepack,quarter
481,Alida,Danielsky,,false,true,false,"€962,63",REMEDYREPACK INC.,week
482,Lian,Ugoletti,Poland,true,true,true,"€950,57",JCI INSTITUTE OF MEDICAL SCIENCE,week
483,Madelaine,Shill,,false,true,true,"€901,10",Airgas National Welders,quarter
484,Gayle,Kondratenko,Czech Republic,false,true,true,"€874,52",Hannaford Brothers Company,year
485,Aubrey,Esby,,false,false,false,"€850,55",Enemeez Inc. DBA Summit Pharmaceuticals,week
486,Jacenta,Teresse,Poland,,,,,,year
487,Ernestus,Dwyer,Germany,true,false,false,"€802,95",REMEDYREPACK INC.,week
488,Carver,Cadden,Poland,false,true,true,"€299,91",Bradley Fixtures Corporation,year
489,Derrik,Gribben,Czech Republic,false,true,true,"€207,40",Neutrogena Corporation,year
490,Garnette,Skein,,,,,,,quarter
491,Cori,Ellicock,Poland,true,false,false,"€242,21","Carlsbad Technology, Inc.",month
492,Glendon,Rustadge,Poland,false,false,false,"€224,24",Greenstone LLC,quarter
493,Gal,Sparke,Poland,true,false,true,"€428,30","Go Smile, Inc.",week
494,Margaux,McVicker,,false,false,true,"€760,82",Physicians Formula Inc,year
495,Ethelin,Salman,Poland,false,false,true,"€472,26",Valu Merchandisers Company,year
496,Hildegarde,Boldero,,true,false,false,"€926,62",Meijer Distribution Inc,month
497,Anna-diane,Easton,Poland,false,true,false,"€912,65",Sandoz Inc,quarter
498,Kathie,Rushmare,Poland,true,true,true,"€164,67",Ventura Corporation LTD.,week
499,Maia,Dudeney,Poland,false,true,true,"€870,31",Rebel Distributors Corp,month
500,Rafaelia,Antonikov,Czech Republic,,,,,,month
